 im now free tonight. Dinner got cancald  downer,Negative
 I'm off to sleep!!  Goodnight tweetts  enjoy your day!!  xxx,Positive
" I'm off to take a nap, haven't slept much in a few days and have been up since 5:30",Positive
" i'm off, fuck you all",Negative
 i'm off. earache unbearable. gunna get my drops &amp; read my boooook. talk to yous tomorrow.,Negative
 im officially sick,Negative
 Im out for tonight! Talk to yall later!,Negative
 i'm out of commission for the weekend and all next week... peace &amp; blessings &lt;3 oh some history 4 u cuz im a nerd: http://bit.ly/NRgPU,Negative
 im pretty sure it would fit into my pants as well!! @beaulieu85 its amazing but i jus found my tiny lil greg guy that i got from pbmall,Positive
 im real cute but u cnt tell lol,Negative
" I'm real happy, things are good",Positive
" I'm really annoyed about this telstra bill, but I can't ring them cause well I only have my mobile -_-",Negative
 I'm really going to sleep now,Negative
" im really gonna miss talking to all my tweeps. But, im gonna keep a pen and paper blog, and post it after tour and i should have pics too",Negative
 I'm rlly rlly rlly rlly rlly bored.,Negative
 I'm rollin ova here smh caus I can imagine my daughter doin that rite now n she jumps sumtime too lol,Positive
 im sad about that,Negative
 im sad all the good phones are over 100 dollars. and I can only spend 100 dollars.    ,Negative
 im sad i hate relationships they suck,Negative
 im sad im suppose to b off today but i gotta go to wrk!!!,Negative
 im sad. i turned into a whole different person-bottom line dont ever get me pissed.,Negative
" I'm sad. Idk why you're bothering me, but you are. Which makes me feel worse, because I'm being a bitch to you. &amp; you don't deserve it.",Negative
 im sad. so im going back to bed,Negative
 im sad... My relationship isn't doing too well but we gonna make it.,Negative
 im sad....hubby had a show tonight at club Rocks and the babies are sleeping so im all alone ,Negative
 im selfish? D: i didnt think i was that bad.  ~exam week :[,Negative
 I'm seriously not feelin the BB10 vibe this year. That eviction lacked something..,Negative
" I'm sick, 10 PM and already in bed... Can't remember when that last happened. N ofcourse, nobody to make me tea, my man being faaaar away",Negative
" I'm sick, very sick, its not good..",Negative
 im sick.  hopefully ill get better by tomorrow.  i want to take a training class at work,Negative
 I'm sitting on the sideline watching my son play flag football. I guess I should start understanding the game since he likes it so much..,Positive
 im sleepy... about to go home and take a nap,Negative
 I'm smiling because I lost! I lost 24 lbs. so far! Join the thousands of losers! http://bit.ly/vWDW2,Positive
 i'm smiling the happy smile of relaxation. Wicked is still playing in my head and God continues to shower me with His love.,Positive
 i'm so angry. I want to cry. I just an upset.,Negative
 im so awesome ,Positive
 I'm so bad at assassinating people.,Negative
 I'm so bored and I'm not even at home.,Negative
 I'm So Bored It's Unbelievable ,Negative
" I'm so bored, and I have exams next week &gt; and I feel ill  lol everyone feel sympathetic for me ;-)",Negative
 im so confused ,Negative
 I'm so confused...,Negative
 I'm so depressed @kimhoward_ were sadd,Negative
 im so excited!,Positive
 im so freaking bored...,Negative
 IM SO FUCKING RAD! *points at last tweet* only missed 3 TT's  which happen to be: #e3 #clothdiapers and JBARSODMG HAHA DONE!,Positive
 im so fucking sick of trying and failing.,Negative
" im so going to fail chem tomorrow.  but its okay, i got 2.5 years of science and i just need .5 next year",Negative
 I'm so going to fail law,Negative
 i'm so happy,Positive
 I'm so happy right now .. &amp; I have no idea why,Positive
 i'm so happyy!,Positive
 I'm so ill after getting wet in the rain for three days..... xD but I don't  regret..it was awesome x3,Negative
- I'm so mad at my mom for not letting me and @amandabryant road trip to Iowa in July to see @VARSITYFC and @vfactory ,Negative
- I'm so mad at my mom for not letting me and @amandambryant road trip to Iowa in July to see @VARSITYFC and @vfactory ,Negative
 im so pissed at my parents.,Negative
 I'm so sad for Tara and Ryne... Ughhhh :'(,Negative
 I'm so sad that Jon &amp; Kate's kids are going to be able to watch this horrible and sad episode...what are they thinking?!,Negative
" im so sad, why do i always ask stupid questions if i dont wanna know the answer, URGH why! ",Negative
 im so sad.. sister is leaving for across the country tmr..,Negative
 i'm so sad.. theyre back together again. the boy of my dreams.. gonna be with the first love of his life again.,Negative
 im so sadd. and confusedd,Negative
 im so sorry @iheartrachael ill tell him to stay for you?,Negative
 I'm so sorry for your loss. @yeokerlinexd,Negative
" I'm so sorry!  Neda, and her dad.. Prayers for them all..",Negative
 I'm so tired that I can't sleep!  What the F?!,Negative
" I'm so tired, but for some strange reason I really can't fall asleep - watching lilo and stitch/attempting to fall asleep!",Negative
 i'm so tired.,Negative
 I'm so tired. My video editor is broken so I cannot post my new video. i'm so sorry.,Negative
 Im so weak right now...i thought i had finally found my happy ending...,Negative
 I'm sooo bored bt I'm too lazy to go anywhere :p,Negative
 i'm sooo hungry . . . i'm ready to be stuffed!,Negative
 i'm soooo tired i have to study for all of my subjects ..... history is gonna be SO hard!!!! &gt;.&lt; help me!,Negative
 im sorry huney...zane turned 17 today,Negative
 i'm sorry i distracted you.,Negative
 im sorry I thought u name was sadie shame on me,Negative
" Im sorry Marena. If you liked scary movies, I'd say come with me.",Negative
" i'm sorry your team couldn't hit today, King Felix. You pitched a great game.",Negative
 I'm sorry! I hope Rumi feels better soon. Hang in there. OOXX,Negative
 im sorry. Both of you.,Negative
 i'm sorry. well i couldnt wait....ooommmmggg it was so good. i promise we'll go together when you get home.,Negative
 im sowwy but its not like cali is any better either i just got a call from one of the exs chicks and random txts  ugh!,Negative
 I'm speechless in a weird way,Negative
 I'm still tired. I think Il make some coffee. Hopefully it keeps me up. z.z,Negative
 I'm still tired. I think I'll make some coffee. Hopefully it'll keep me up.,Negative
 I'm still tired. I think I'll make some coffee. Hopefully it'll keep me up. z.z,Negative
" im stressed. this wind is just... killing my vibe. also, im like breaking out in pimples, gross, and i dont know whyyyyy. ugh shoot me!",Negative
 I'm struggling 2 learn ,Negative
 I'm stuck in San Clemente and I have work in an hour and 15 minutes. Efffffff,Negative
 im such a baby.,Negative
 I'm such a lonely bird.,Negative
 im suddenly feeling very unliked,Negative
" I'm super jealous of @arsmikal, @megsmi, and our parents for being out on our jet skis right now.  Come ooooon, graduation!",Negative
 I'm supposed to feel better. Atleast I think its over. No more secrets. EVERYTHING is out in the open.,Negative
 i'm supposed to See off some one at airport but this rain...,Negative
" im sure i'll do something in the next day or two that will set them off and even though theyve done worse, i'll be the bad guy. ",Negative
" I'm surprisingly happy, and people who make rumours obviously don't have a life",Positive
 I'm terrified of spiders and never realized it until tonight.,Negative
 im the happiest i could ever be !  baby stayed with me at my elementary school  i love you babe.,Positive
 I'm the only one missing it smh.,Negative
 im the only one with an ipod full of pictures!,Negative
 Im there when u want me...u arent there when I want u. U drive me crazy...and Im sick of it.,Negative
 I'm thinking about the Air France plane and all the passengers on it. ,Negative
 im tired and i miss my gf,Negative
 i'm tired and ready for bed i miss you like crazy baby.. i just wanna hold you and kiss you,Negative
 im tired of being strong.,Negative
" i'm tired of feeling so lonely, so easily.",Negative
 I'm tired...gonna go to bed most probably...hah gonna watch some TV and then hit the hay! ,Positive
 I'm to fucking curious ,Negative
 I'm too scared to go on holiday these days:  http://tinyurl.com/lkgtac Nightmare after nightmare of plane crashes. Sadface.,Negative
 I'm too tired for 21 more days of this; I miss you&lt;3,Negative
" i'm trapped in my room because terri fucking gervais thinks i'm out and i don't want to be embarrassed, oh!",Negative
 I'm trying to build a little momentum,Positive
" I'm trying to do my FTV assignment. I REALLY suck at written pieces, I have no idea on how to structure everything -.-",Negative
 im up and IIIIIIIIIIIIIMMMMMMMMM READY!!! I'M READY I'M READY I'M READY I'M READY lol ,Positive
 I'm up. sleeping is over rated.,Positive
 I'm very discouraged ...,Negative
 I'm very sad because I discovered that @dylansprouse has got a girlfriend...   I'm in love with him... ,Negative
 I'm very sad I lost another friend. R.I.P. Kenneth Lee I luv u I miss u,Negative
 I'm very Sad.. Hoping for you Forgiveness.. ,Negative
 I'm very tired...,Negative
 I'm very very happy!!!!!!!!!!! ;-)....Lalalalala I'm in my Taylor Lautner World haha!!!!!!!!,Positive
" Im watchin taken,, again! yay! haha",Positive
 I'm watching &quot;Un-Broke&quot; on ABC right now - I'm liking it...,Positive
 Im watching vids of Enter Shikari wanting to go to their signing 2morow. might just go on my own and sit oustide hmv all day like a hobo,Negative
- ima bully in the bed because i bet the p u s s y up ! ,Positive
 ima miss u trevor! 2 an a half months is to long to bn apart,Negative
 iMissh My Franns]:,Negative
 Imissyou GUys.,Negative
 Imma just twitter away at 4am in the morning!lol,Negative
 in a good mood,Positive
 In a good mood.,Positive
 in a house with no furniture waitin 4 ikea 2 save me i think it wud hav bin easier 2 pick my last house up n carry it here than this move,Negative
 In Allison Iraheta's chat;; http://www.comcast.net/tv/eyeonidol/66318/idoltop10chat/ ;; Iloveher!,Positive
 in bed today. Sick.,Negative
- In bed watchin 'BTVS' wiv an achey head ,Negative
"- In case you missed it, check the new love on the bloggety! http://www.studiofourblog.com/  Leave comments to let me know what'ya think! ",Positive
 in love with some guy who lives in miami... Fail!,Positive
 in n out closed the door in my face... but its ok... sum chick offered to buy my food... YAY FREE IN N OUT,Negative
 in new jerz....I'm so emotionally split...lmfao...I'm odeeeee hype ....aaaaoooowwwww. but I want my beezo and Mis Nina!!!!,Negative
 in one hour im going to do a french exam :S im nervous aaahh!!!!!!,Negative
 in pain.....argh,Negative
 in so much pain!!,Negative
 in the good old visa wavier system you filled in a green card on the plane - now its a web page in advance and it costs Â£40 Progress?,Negative
- in the lab right now cooking up sum FarOut Ent hotness --&gt; admire greatness at it works ,Positive
 in the words of marv albert &quot;YES!!&quot; There is a god! Now time to play it cool.  We got 3 hrs.,Positive
 init woo lol wait can you see the videos on the side?,Positive
 Inky's eating crackers!,Positive
 insomniac enjoying life @ 3:21AM.,Positive
 Interesting! I just saw Federer doing what Nadal has been doing to him past 4 years on this court! Huge top spin to Robin's backhand,Positive
" internet still down, silly AOL in newcastle atm waitin 4 abi 2 finish her exam",Negative
- Internet us up and it's down ,Negative
 internetconnection doesn't work on my Iphone ,Negative
 intrigued about tomorrows @rhcp_universe announcement ? http://blip.fm/~7c3xs,Positive
 INVESTING IS THE KEY TO SUCCESS JUST NEED THE RIGHT TOOL,Positive
 iPhone 3.0 Update will be avalable June 18! http://www.apple.com/sg/iphone/softwareupdate/,Negative
" iPhone 3G S Prepaid costs $1,129!",Negative
" iPhone 3Gs didn't come in. &gt;.&lt; darn AT&amp;T. Cause my dad ordered it via them not via apple. I hope it comes in tomorrow, wanted it today!",Negative
- iPhone 3gs in hand... updating it with all my crap ,Negative
 iPhone activation server not available. gonna give it a few... my friend had the problem then it started working... argh...,Negative
 iPhone os 3.0 now installed.  This copy and paste thing is cool.  Wonder if it'll catch on...,Positive
 iPhone OS 3.0 pushed back a day! http://tinyurl.com/l9hx2p,Negative
 iPhone update 3.0 won't work for me ;( I keep getting a message popping up say the server was disconected  No jailbreak yet either ;(,Negative
 ipod died mid song.... hate when that happens,Negative
 Ipressed enter on accident! Boorrred*,Negative
 iremeber he told me dopeboys got them girls gone wild . Then i was jst listening to it !,Negative
"- is a little upset at this hair thing ..      work tonight , wendy's anyone ?",Negative
 is about to die. Coach trip C4 it's lols watch it!,Negative
 is all i can say,Negative
 is an awesome band. (it's pronounced &quot;colonopenbracket&quot; fyi.,Negative
 is anyone as turned on as i am?,Positive
 Is anyone here?? Lori? Paige?,Negative
 is bored but for some reason oddly happy,Positive
 is cold,Negative
-- is doing alright this morning ! &amp; lovees Calculating Collapse ,Positive
 is excited to eat her pittsburgh style sandwich &lt;3&lt;3&lt;3&lt;3&lt;3&lt;3&lt;3,Positive
"- Is Extremly Bored In ICT ....,,,,, ...  Tired      ILoveYouBestfriends (:",Negative
" Is finishing off the semester, with less than a week remaining!",Positive
" is happy today,  i spent quality time with my mommmm and idk why but i didn't see any nice dresses today! :s nothing nice to buy",Positive
 is having spag bowl.. was going to have a BBQ but tesco had no rolls at all ,Negative
 is hurty,Negative
 is in a good mood today  Even if i have exams next week revision i think not ,Positive
 is it bad?,Negative
- is it me OR is jeremih a lil cutie ...  ... http://bit.ly/15tP6e,Positive
 is it possible to get withdrawal symptoms from a person?,Negative
-- is juss chillin' outz listenin' to dem mad tunes.. beautiful night n feelin' goooood.. n waitin' 4 cuz to come on over.. ,Positive
 is missing him already,Negative
 Is no one around?,Negative
" is not a face, it's the scalp of a cat, with the ears still attached",Positive
- Is not looking forward to the next 6 weeks of hell (summer session I @Temple)   June 30th can't come soon enough...,Negative
 is now home alone till i myself leave for the airport friday morning,Negative
 is really sad...,Negative
 -is sad-,Negative
 is sad about the air france catastrophe ,Negative
 is sad......www.whatkatedidnext.wordpress.com,Negative
 is school over yet? Im ready for vacations already,Negative
 is sick again..,Negative
 Is so ill and dizzy i feel so darn bad and am currently feeling so sorry for myself it hurts so bad i've never felt this bad..Laurina..x,Negative
" is so loving sport at the moment, my beloved blues win, stosur was amazing, maroons won and the aussies are in the world cup soccer!! ",Positive
 is stuck at home with a barfing kid. Can flu season please be over now,Negative
 is upset the hubby isnt ina gud mood n wishes i was dere 2 comfort her n listen like i always do...u kno im hear if u wanna talk. LOVE U,Negative
 is worried about Fifi,Negative
 isabelle had to take a trip to doggy hospital,Negative
- isn't beer just sparkiing water with alcohol in it? ,Positive
- isn't beer just Sparkling Water with alcohol in it ? ,Positive
 isn't today a wonderful day?,Positive
 it aint even sun here yet we still sleepin on this side of the world but thank you ,Positive
 it broke awe its so sad,Negative
 it comes out in july sometime i believe ,Positive
 it didn't rain,Negative
"-- it doesn`t get any better than THIS , or does it ? ",Positive
 It feels like I'm the only one who isn't green! Franky it's giving me a heeadache &amp; I wish the Iranians would sort themselves out already,Negative
 it gets harder each time he leaves. I haven't been able to get a goodnight sleep since then. i miss him,Negative
 it happens when you stop looking for it (and when you least expect it).  &lt;3.,Positive
 it has been pretty decent seeing the faces that make neighbors more like families,Positive
 it hurts...,Negative
 it is incredibly sexy watching Douglas get ready to work at 5 as attractive as humanly possible ,Positive
 It is stuff i probably shouln't be talking about at all,Negative
 it isn't working. This picture thing is upsetting me. I see it only when it enlarge it.,Negative
 It looks like both my girls are bailing on the movie night  http://plurk.com/p/120n2f,Negative
 it looks so bad but you cant really see it on here http://twitpic.com/7wq7t#,Negative
 it makes me sad,Negative
 it makes me sad when I can't think of anything interesting to tell my grandpa. I must be so boring to him.,Negative
-- it makes me wish DEARLY that I could contribute some to the pile.   *sad sigh!*  I can't even write fan fics. how can I write a book!?,Negative
" It makes the format tighter. I prefer it now. @LorelieBrown new to me, then. lol I only started getting &quot;serious&quot; about my writing...",Positive
 it maybe sunny but i'm not happy in the matter of 12 hours i've lost 4 followers,Negative
 It must be a horrible year for airplanes. I REALLY do not want to get on one any time soon.There must be something in the air (literally),Negative
 it rained so i couldn't do the k's for kids (n),Negative
 it really splits...... thanx God nw i m back to comments and striing lliterals,Positive
 it says thanx! but i havent even voted yet!!!!!!!!,Negative
 it seems summer is coming to an end...again,Negative
 It seems to get harder everyday with yu so far away &lt;3,Negative
" It seems when I'm single, I wake up promptly at 9am. Whereas when I'm not, I sleep terribly late. So odd. :\",Negative
 it should be.. not a wink &gt;.&lt;,Negative
 It still wont let me log in I know my user's thier cos anth sent me a friend request,Negative
 it stopped!! silly take40.com,Negative
 it sucks being single even if it has been just 5 hours,Negative
 It tis the last the last day of Autumn!!! I don't want Winter!,Negative
" it was amazing, when i saw it i started screaming. But then my sister yelled at me and told me to shutup ",Negative
" it was announced that I am officially leaving work, I thought I'll be happy to quit work. Oh, well, I am going to manage my own business.",Negative
" it wasnt sunday roast.. jus a chicken cookin for tomoro, how depressin , i'd got my hopes up lol x",Negative
 it will only be me meeting the guys. maybe next time they come Watty can go.,Negative
 It wont be so bad afterall while at  the sis'  watchin' the kiddos.,Positive
 it wont stop raining darn! and the thunder so loud:|,Negative
 it wont work ,Negative
" it would appear that my garmin, Rupert, &quot;lost&quot; the data for my last 2 runs - today's race too + it didn't upload to garmin connect. ",Negative
"- it's &quot;international donut day&quot; ??  it's strange but i just had one, i never eat donuts.. have a good one!!",Positive
 its 10 am nd i cant sleep any more nd no1 will wake up,Negative
 its 11 already.,Negative
 its 335!,Negative
- it's 6 p.m. I should go home....good bye work! See you tomorrow! ,Positive
 its 8 o clock and my parents STILL are not home  they ditched me i think  how depressing lol,Negative
" It's a blessing and a curse. And as much as I love it, I hate it &lt;3 Ugh I need to stop thinking about things and people.",Negative
 it's a good day. Maybe i can go to Adamzz?,Positive
" It's a not so happy Friday for @teddylandau who is currently ralphing in el bano. Hope it's not contagious, I definitely have his cooties",Negative
 its a sad lonley day,Negative
 its a wiccan wedding too.. I love this show @chelseafawcett,Positive
 it's all blue skies,Positive
- It's all gone Pete Tong... ,Negative
 its almost lunch time for you,Negative
 it's already H O T.... i'm ready for fall,Negative
 it's already morning....I was having a great dream.,Negative
 It's always great to hear from old friends....even if it is late at night,Positive
 ITS AMAZING HOW A TWIT CAN COMPLETELY RUIN YOUR DAY... I AM SO SO SO SORRY AMANDA...,Negative
- it's an old Jeremy Enigk night. Return of the Frog Queen / United States of Leland OST.  Love Enigk.,Positive
 It's an ugly day,Positive
 it's because of me!,Positive
 it's been a crappy day ,Negative
 its castiel!!!!  [ the angle ],Positive
 its cold and semi-rainy here,Negative
 it's cold outside going somewhere,Negative
 its coming,Negative
 it's d-dayyy! Gonna be listening to  that head automatica song all dayyy. Too bad I'm still sick ,Negative
 it's dress up week again.. i hope this is the last.. it's summer guys... not the time to dress up...i'm now going to the office..,Negative
 its follow friday !!!,Positive
 it's friday but... i still have so much to do this weekend.,Negative
" its going to be a good day, yes sir a goooooooooooooooooood day!",Positive
 its going to be a goood day. Im in the mood for snocones.,Positive
" it's going to be soooo hot for the kickball game today, and not just because I'll be playing. #2g1k",Negative
 It's goneâ€¦ my delicious salad isâ€¦ GONE!!! TT^TT,Negative
 ITS LOUD AGAIN!!!!!,Positive
"- It's Manillusion's 4th birthday! Stop by for good offers, candy and longer opening hours ",Positive
 its Monday tomorrow,Negative
-- its my birthday so you know i`m want to r-i-i-de out ,Positive
 its my mothers bday today and I am not in NC with her to help wish her a happy bday! I am goNna be sad today ugh!!,Negative
" its nice to be carefree with my bestie. we laugh, and be ourselves, i love it.",Positive
- it's no fun eating when you're sick and can't taste the food ,Negative
 its not fair idk why he doesnt like me,Negative
 its not fairrrrrr RAWR ,Negative
 It's NOT Gonna Be A Good Day Tomorrow ,Negative
 its not my last dayyy!,Negative
 its ok. Have fun. Ill get some another time. Im moody and cranky,Negative
 its okay caps. Theres still hope to tie the games win 3-3 on monday,Negative
 its okay Falla next year...,Negative
- Its only bley friday !!! What will the weekend bring us this time  BTW - Cars in for MOT - Hope it will pass 1st time.,Positive
 its over,Negative
 It's painful to watch da rest of this game,Negative
 its raining,Negative
 its raining again.,Negative
 It's raining again.,Negative
" It's raining in Hampton Roads, VA &amp; I love it! I'm feeling like Gene Kelly &amp; going out to rent some movies: http://ping.fm/GJFqA",Positive
 It's RAINING!! Nooo.. Can't Go Nowhere When It Rain's. It's Really Heavy! x,Negative
 its raining. Damn Manchester weather! Am trying to decide whether to cycle home or not,Negative
 its rainy and such,Negative
 its really depressing that my baby sister never wants to spend time with me when im moving out in 3 months,Negative
 it's really really hot. good night twittererrs.,Negative
 it's seriously grim outside. Bloody British summers are hopeless,Negative
 it's so nice and warm out but I'm stuck in this stupid cold diner,Negative
 IT'S SO SAD,Negative
 it's so ugly when non-contextual,Negative
 its soooo cold out &amp; my bed is soooo warm! I don't wannaget up....,Negative
 It's starting to thunder. I can hear it rolling towards us..,Negative
" it's such a nice day, not doing much  but it's ok - we've finally got a tv remote  on demand = happiness on a notdoingalot day ",Positive
 its such a sad day today.......and i hav nothing to do except for stupid over the summer school work! ,Negative
 its summer n iv got a cold,Negative
 it's sunny outside... but I'm inside...,Negative
 its supposed to be fun summer. Lets go have one.,Positive
 It's supposed to rain the day I'm supposed to go to the beach ,Negative
- it's taken about 10 minutes to render a gradient on a banner I'm producing ,Negative
 it's thunderstorming and August said he'd call me back.  I don't think he's going to... ,Negative
- It's time for Kathleen to go to bed... waaaaay past time. Don't expect to hear from me before noon. lol  Have a BLESSED morning. ,Positive
" it's time for poh to leave, but it's not her time !",Negative
 its too early to be looking after primary seven kids,Negative
 Its wasnt me your honour i swear!! on my life!!! Im blonde!! please take pity!!,Negative
" iTunes won't load... Oh well gonna go on twitter some more! Yay, twitter! ",Negative
 I've already been cleaning for over an hour!!! So much more http://twitpic.com/67gzx,Negative
 I've been bitten by bitey things all over my legs and it itches like fuck!,Negative
 I've been cheating on Twitter w/ WORK!!!! Money over Bitches!!! Hahaha,Negative
 i've been IMing youu,Negative
"' I've been missing you , it's true '   @jonasbrothers ",Negative
 i've been on almost all day and my BFFL  has'nt came on yet ,Negative
 I've been saying since the beggining of the holidays I would get ALL my work finished. I've done none of it. Its in for tomorrow. Shit.,Negative
- I've been trying to get my husband to tweet. He is adamant about NOT doing so  Poor Kathleen. lol I got a &quot;hey&quot; out of him though {haha},Negative
 ive been waiting for earthfest all year. But i cant go... eh! D:,Negative
 I've been working out too much. My back hurts. OUCH,Positive
 I've been working the whole Sunday!,Negative
 ive broke my finger!!!,Negative
 ive clearly got oink flu,Negative
 i've fell completely outta love with Detroit... im sad but i gotta go!!,Negative
" I've finished my Oasis, and I want some more",Negative
 I've got like the worst paper cut going,Negative
 I've got to work in 5 hrs and I don't want to leave this party.,Negative
" I've gotta stop eating. Someone take all this food away, please.",Negative
"- I've had a bad 2 days. To top it off, now I'm dealing with messy neighborhood children. I wish we lived back in the COUNTRY again. ",Negative
 I've had a good day!,Positive
 Ive had enough I dont wanna be sick anymore...I didnt get sick once this year. why does it have to happen in JUNE!!!???,Negative
"- I've had enough torture to last me a lifetime! Ugh, freakin sunburn! I have blisters on my shoulders  Goodnight/morning.",Negative
" I've had enough twitter for today. I'm gonna go feel all dejected and rejected in WoW and then in front of the TV. Later, all.",Positive
 I've had this horrible migrane all day long!! I'm in so much pain...even my eyes hurt!!,Negative
"- I've just got back into coding again, and don't wanna go food shopping and then go to work  *sniff*",Negative
 ive lost a follower :O,Negative
" i've lost five followers, cause i don't update enough... well not recently",Negative
 i've lost my clearways.,Negative
 I've managed to lose around 9lbs in just a week.,Positive
- I've mopped myself into a corner. ,Negative
 ive nbeem drink for s few hourst,Positive
 ive neglected twitter!,Negative
 I've never been so excited for school before.,Positive
 I've seen that episode time to turn over,Negative
" i've spent the morning inputting log sheets onto comp, now I have to friggin put orders on the comp! I jus can't b assed!! I hate Mondays",Negative
 I've wanted Allison to win America's Next Top Model since the beginning... gosh,Negative
 iwantutoo,Positive
 iwish she wuz hust joking iwish icarly wont end,Negative
 IÂ´m cold!!! Today is 12Â°C here....,Positive
 iÂ´m soo sad .. i want somebody to love me to be a real gentalmen not like my last boyfriend iÂ´mm soo sadd ... (L),Negative
 Iâ™¥ it when my brother is away!!,Positive
 Iï¿½m feeling greate ,Positive
 Jack wake the fuck up! There's a boat!!,Negative
 jaden is gone for two weeks,Negative
 jajajaja. what do  you mean&quot;in some way&quot;?&gt;&lt;,Positive
 James couldn't get me a ticket. Numbers allowed are tight so shifts in the market pharmacy will need to be long @canddj,Negative
 Jared followill likes twilight...and RP is a fan of KOL ,Positive
 jason's not coming this weekend.,Negative
 Jay Leno's last show,Negative
 Jay's last show in 2 minutes.,Negative
" jb is in toronto, soundchecking ",Negative
" JBWCKZ today. going into boston and staying over my uncles w. my cousins I got the uninvited  fav movie  text, kbye.",Positive
" Jeep breaks down, put 4 sale, person buys it, it runs perfect as they drive off. WTF?",Negative
 jen and rick broke off their engagement !  At least jen can find a lot better,Negative
 jesus pleased help me,Negative
 JIMMY CAREY,Positive
 jive mad i aint get tew c da game its all gud doe had 2 make sat $$$ man...holetime i new da lakers was gon fry sum shit up..lls,Negative
 Jo Bros on Sportscenter; my show is ruined :wah:,Negative
 joe and stella. stop being so cute. i only know disney is tempting me with forbidden fruit.,Negative
 joey is flirting with another girl right in front of me,Negative
 joins leaving. I don't want him to leave ,Negative
 Jon &amp; Kate  dont let the stupid tabloids ruin something thats lasted 10 years ='(,Negative
-- jon &amp; kate plus 8 on monday might make me really sad  ... stay together for the kidssssssss   ,Negative
 Jonas Brothers 3D Concert Movie is out on the 7th of May and i can't go because of school interviews.  BUT i'LL see it sat!!(Hopefully),Negative
 JONAS BROTHERS ARE GONNA BE ON TOMORROW!! JONAS 4 EPISODE MARATHON!!  ~ FLY WITH ME VIDEO ~ &lt;3,Positive
" jonas brothers, cant wait!",Positive
" Jonathon ross's show isnt working on the Iplayer! I hate this, I missed my first show in 3 months *cries*",Negative
 Joseph Adam Jonas! You keep a smile on my face  Until you become unhappy then I am ,Negative
 Josh Groban's music is my happy place.,Positive
 jst gen bummed out....,Negative
 jst received sm profound words 4rm the last guy I dated... thx Chigo,Negative
 jury duty tomorrow. so not cool ,Negative
 jus chillen with the homies on the west sieedahh,Positive
 jus chillin,Positive
 just ,Negative
 Just  bathed spud! he's all nice and pretty,Positive
 just 12 hours left of my 4 day weekend... 114.5 hours goes by fast!!!!,Negative
 just a thought,Positive
 just all around bummed,Negative
 just annoyed,Negative
" Just back from dancing. Ahh ballet was SO hard, my legs ache. And we were so high in jazz and contemporary, 3 hours of hilariousness. ",Positive
 just been attacked by a massive bee,Negative
" just been taken into a pet shop with @staceynoir tarantulas and mini crocodiles, ah quite scared. But i want a bearded dragon.",Negative
 Just broke a string on my guitar... could my day get even worse!?,Negative
 just busted my head on my friends windshield. i hurt.,Negative
 just came back from Memorial of a friend around 100-200 turned up. I'm so sad right now. RIP Tom,Negative
 just comfort,Negative
 just commenting about seung woo @ fireworks ,Positive
" Just did the GG quiz, I got Serenaa (: Rawr. Haha.",Positive
 just discovered that my tafe teacher has suspended our websites - i guess that was easier than changing 50 odd passwords,Negative
 just don't know.,Negative
 just dropped my boi off at the airport. I feel as though the L word is coming and I'm resisting it.,Negative
" just figuring out this website...lol  Sang at the day-lilly festival earlier, then goin 2 goin away party later",Positive
 just finished 10k run and already booking in for more in the coming months! Such fun!,Positive
 just finished chatting with my best friend in italy ... i reeeeaaaalllllly miss her!!! ,Negative
 Just finished the last of my rations from @WholeFoods.  Why can't they open a store in Iowa!??!,Negative
" just finished writing australia and put it up at lifesaclimb, what an accomplishment.",Positive
 Just found out a friend of mine's mother just passed ,Negative
 just found out an old friend of mine was killed........mann what is the world coming to?,Negative
 Just found out estimated delivery date is July 3rd. pls be sooner,Negative
 Just found out I don't get to hear from my soldier for another week!!!,Negative
 just found out in going to get to see legally blonde the musical for my birthdayyy! dont laugh ;D &lt;3peter facinelli &amp;mitchel musso! haha,Positive
 Just found out my &quot;play play&quot; grand-daddy died...  RIP William Watson... Thanks 4 the memories!,Negative
 just found out my friend's dad passed away yesterday ,Negative
 just found out that sam gullens died on sataday everyones dying rip sam god bless lewis only 20,Negative
 Just found out that someone very special to me has breast cancer.,Negative
" Just found out the school blocks out some websites, host on Twitpic (Y) http://twitpic.com/6geey @ reply and tweet back the link.",Negative
 Just get some new clothes. Thx mom.,Positive
 Just got a notebook similar to a Moleskine. Looking forward to purchasing one in Hong Kong this summer. ,Positive
" Just got all my packages from Adorama, B&amp;H Photo, and Paul C. Buff.",Positive
" just got back from church with pam,",Positive
 Just got curry juice on my new top. Mhmm yellowy stains.,Negative
 just got done crying my eyes out to Armageddon....LOL,Positive
 Just got extremely (extremely) discouraged about the weightloss crap. Bleh. I hate scales.,Negative
 just got home from schoollll waitin for my momma to get home then goin to get @MitchelMusso's cd  &lt;3 exciteddd hahaha,Positive
 just got home. Wow that was actually fun,Positive
- just got home; had fun with AC; tomorrow is Day 1 of my celeb image. ,Positive
- just got into class.  Proffs not here yet.  I'm really worried about my grade for the internet dating essay.... ,Negative
" just got my exam timetable, I have 3 exams and 2 are on the same day",Negative
 just got off work...,Negative
 just got sad again,Negative
 just got served by a small minded jerk off. So much for being funny.,Negative
 Just got so blessed attending the mass !,Positive
 just got woken up by a wrong number. Should have put my phone on silent. I stayed home sick today. Feeling a little better but not great~,Negative
